page,priority,content
0,1.0,"SUSTAINABILITY. REPORT"
1,1.0,"KEY FIGURES. 2018"
1,0.8571428571428571,"in EUR million 2018 2017 2016"
1,0.880952380952381,"Sales 1,710.8 1,640.6 1,444.3"
1,0.9523809523809524,"EBITDA 218.4 215.3 200.9"
1,0.6904761904761905,"EBIT before impairment 150.8 152.9 144.9"
1,0.4761904761904762,"EBIT margin before impairment (in %) 8.8 9.3 10.0"
1,0.9047619047619048,"Impairments* -16.1 0.0 0.0"
1,0.7142857142857143,"EBIT after impairment 134.7 152.9 144.9"
1,0.5,"EBIT margin after impairment (in %) 7.9 9.3 10.0"
1,0.5833333333333334,"Group net income for the year 71.2 83.1 80.4"
1,0.7380952380952381,"Operating cash flow 96.0 145.0 137.9"
1,0.38095238095238093,"Cash flow from operating activities 74.7 124.0 114.5"
1,0.35714285714285715,"Cash flow from investing activities -98.3 -110.0 -104.4"
1,0.42857142857142855,"Cash flow from financing activities -2.8 -3.9 -14.9"
1,0.6666666666666667,"Earnings per share (in EUR) 2.90 3.37 3.27"
1,0.6190476190476191,"Cash flow per share (in EUR) 3.05 5.07 4.69"
1,0.5833333333333334,"Dividend per share (in EUR) 1.50** 1.50 1.35"
1,0.7857142857142857,"Dividend yield (in %) 3.8** 2.5 2.6"
1,0.5357142857142857,"Dividend payout ratio (in %) 48.0** 43.9 42.7"
1,0.28571428571428575,"DEC. 31, 2018 DEC. 31, 2017 DEC. 31, 2016"
1,0.7619047619047619,"Total assets 1,720.0 1,653.2 1,521.6"
1,0.9761904761904762,"Equity 709.8 673.8 644.6"
1,0.8095238095238095,"Equity ratio in % 41.3 40.8 42.4"
1,0.9285714285714286,"Net debt 482.8 398.9 376.6"
1,0.6428571428571429,"Cash and cash equivalents 109.6 135.9 127.2"
1,0.33333333333333337,"Total assets of  INDUS Holding AG 1,551.3 1,450.8 1,360.2"
1,0.5357142857142857,"Equity of  INDUS Holding AG 893.5 855.6 806.9"
1,0.40476190476190477,"Equity ratio  INDUS Holding AG (in %) 57.6 59.0 59.3"
1,0.4523809523809524,"Portfolio companies (number as of Dec. 31) 45 45 44"
1,0.8333333333333333,"Employees within the Group  . (on average) 10,714 10,210 9,451"
1,0.30952380952380953,". *  Impairments on goodwill and property, plant and equipment. . ** Subject to approval at ASM on May 29, 2019."
1,0.2619047619047619,"2018 SALES BREAKDOWN. BY SEGMENT  (in % / EUR million)"
1,0.16666666666666669,"PORTFOLIO STRUCTURE BY YEARS . (in % / number of portfolio companies)"
1,0.07142857142857144,"C O N S T R U C T I O N / . I N F R A S T R U C T U R E. 2 1 . 0  /  35 8 .7"
1,0.11904761904761905,"A U T O M O T I V E  T E C H N O L O G Y. 2 2 .9  /  3 9 1 . 0"
1,0.047619047619047616,"E N G I N E E R I N G. 2 2 . 6  /  3 8 7. 0"
1,0.14285714285714288,"M E D I C A L  E N G I N E E R I N G /. L I F E  S C I E N C E. 9. 0  /  1 5 4 . 3"
1,0.09523809523809523,"M E T A L S  T E C H N O L O G Y. 2 4 . 5  /  4 2 0 . 0"
1,0.023809523809523808,"I N D U S A n n u a l R e p o r t 2 0 1 8"
