page,priority,content
0,1.0,"Sustainability"
0,0.923076923076923,"NON-FINANCIAL REPORT"
0,0.7692307692307692,"Introduction"
0,0.3076923076923077,"At Aurubis, sustainability is a significant part of our conduct, . enshrined in our company strategy, and therefore plays a key role . in our business activities. A responsible approach to employees, . suppliers, customers, and neighbors is a matter of course for us, . whether in direct business operations or in the surrounding areas. . The same applies to the environment, as we are aware of the . limits of natural resources and want to keep negative impacts . from our business activities to a minimum."
0,0.4615384615384615,"With this separate Non-Financial Report (NFR), Aurubis fulfills its . obligation to disclose non-financial information for fiscal year . 2019/20 pursuant to Sections 315b and 315c in conjunction with . Sections 289b to 289e of the German Commercial Code (HGB). . We use the Sustainability Reporting Standards of the Global . Reporting Initiative (GRI)  Glossary, page 207 as a guide in . describing the concepts and selected KPIs."
0,0.3846153846153846,"The main external factors influencing business development are . described in the Risk and Opportunity Report of the Combined . Management Report. Risks related to non-financial aspects . beyond the company boundaries are also mentioned there. Risks . were assessed in accordance with Section 289c (3) of the German . Commercial Code (HGB). In the process, no non-financial risks . were identified that were very likely to cause a serious negative . impact on employee and environmental matters, on respect for . human rights, on the prevention of corruption and bribery, or on . social matters. Nevertheless, it is important to us to handle non-. financial risks even if they are evaluated as non-material according . to the strict definition of the HGB. We have developed and . implemented management approaches accordingly."
0,0.6923076923076923,"Aurubis Sustainability Strategy"
0,0.6153846153846154,"Since introducing the company vision in 2017, Aurubis has . developed into a multimetal group. This transformation is firmly . established in the corporate strategy, which also includes . sustainability as an integral pillar. We aim to enhance our . sustainability achievements continuously, beyond the legal . requirements."
0,0.5384615384615384,"In 2018, the Aurubis Executive Board and Supervisory Board . passed the Sustainability Strategy 2018–2023, the continuation  . of the Sustainability Strategy passed in 2013. Based on the . aspects “People – Environment – Economy,” it comprises nine . action areas for a period of five years (  see illustration). These are . translated into concrete targets and measures for which we have . established implementation deadlines and key performance . indicators (KPIs) so that our sustainable company development . can be measured and guided. During the reporting year, we . subjected our Sustainability Strategy to an interim review. The . updated strategy should be passed and published by the . Executive Board in the new fiscal year. The individual measures . of the current Sustainability Strategy and the status of their . implementation are in this report at the end of the description  . of each action area."
0,0.8461538461538461,"Aurubis Sustainability Strategy."
0,0.23076923076923075,"As part of our responsible business conduct, the topics of . compliance and human rights also play a key role in addition to . the nine actions areas, complementing the key aspects of . “People – Environment – Economy.” Furthermore, we address"
0,0.15384615384615385,"47. Sustainability"
0,0.07692307692307693,"Annual Report 2019/20   Aurubis"
1,0.41666666666666663,"other significant interdisciplinary topics such as sustainable . finance  Glossary, page 208. Aurubis supports the work of the . EU Action Plan on Sustainable Finance at European level and the . German federal government’s Sustainable Finance Committee  . at national level. These deal with political issues regarding the . classification of sustainable products or possible liability . regulations for risks in the supply chain, for example. Because  . it affects several of our sustainability activities, such as climate . protection, protection and respect for human rights, and the . circular economy, sustainable finance extends across multiple . action areas of the Sustainability Strategy and therefore cannot . be clearly classified under the matters outlined in Section 289c (3) . of the German Commercial Code (HGB). Notably, Aurubis  . itself is active in utilizing sustainable financing instruments: in  . the reporting year, we were the first European company in the . basic materials industry to place an ESG-linked Schuldschein loan"
1,0.2916666666666667,"Glossary, page 207, to finance the acquisition of the recycling . company Metallo and other general company financing needs."
1,1.0,". Aspects relevant for Aurubis"
1,0.5416666666666666,"When selecting the aspects for the Non-Financial Report,  . we were guided by both the main action areas of the company’s . Sustainability Strategy and the non-financial topics that are . required to understand the business development, the business . result, the company’s position, and the impacts of our activities  . on these aspects."
1,0.25,"One proven tool in our strategy work used to determine the . relevant reporting issues is the materiality analysis  Glossary,"
1,0.375,"page 208. To prepare the first Non-Financial Report in 2018, the . action areas of the Sustainability Strategy were reviewed to . ensure that they fulfilled the materiality criteria in accordance . with the definitions of the German Commercial Code (HGB). We . updated the materiality analysis in the reporting year with the . assistance of internal experts. This was based on a revised list of . potentially material topics that included new sustainability . aspects in our industry that are more relevant for the future."
1,0.45833333333333337,"The resulting list of material topics and focuses of the strategic . action areas didn’t change fundamentally as a result of the . analysis. The Executive Board confirmed the results. The topics . identified as material in this process are assigned to the action . areas of the Aurubis Sustainability Strategy in the Non-Financial . Report. We present topics that have the same management . approach in a consolidated format below. The analysis also . provided an impetus for the strategy update."
1,0.5,"We also assume corporate responsibility in those instances  . in which the topics have no direct impact on our business . development but are of considerable importance for us and  . our stakeholders. This is why the topic of social matters is  . part of our report and labeled as such."
1,0.33333333333333337,"Overview of material topics"
1,0.5833333333333334,"Material . according . to German . Commercial . Code. Material . for Aurubis"
1,0.16666666666666669,"Page . in . NFR"
1,0.20833333333333331,"Employee-. related . matters"
1,0.8333333333333333,"Future-oriented . employer. √ √.  50"
1,0.875,"Training and . education. √ √.  52"
1,0.7083333333333333,"Health and safety. √ √.  54"
1,0.75,"Environmental . matters. Energy and climate. √ √.  56"
1,0.9166666666666667,"Protection from . environmental . impact. √ √.  58"
1,0.625,"Recycling solutions. √ √.  62"
1,0.6666666666666667,"Social matters. Social engagement. √.  64"
1,0.7916666666666667,"Human rights. Responsible supply . chain. √ √.  66"
1,0.9583333333333333,"Anti-. corruption. Anti-corruption. √ √.  67"
1,0.04166666666666667,""
1,0.125,"48. Sustainability"
1,0.08333333333333334,"Aurubis   Annual Report 2019/20"
2,1.0,"Sustainability management"
2,0.7692307692307692,"From an organizational perspective, the Sustainability . department is part of the Corporate Communications, Investor . Relations & Sustainability division, whose supervisor reports . directly to the Executive Board chairman, who in turn bears the . overall responsibility for the issue of sustainability in the Aurubis . Group. The Sustainability department serves as the interface . between the departments relevant for the topic of sustainability . and coordinates all of the related processes in the Group, serving . as a contact for the sites. At the same time, it is also responsible . for continuously reviewing and developing the sustainability . targets and supporting the operational implementation of the . measures with the relevant divisions. Moreover, the department . manages sustainability reporting and communication. It is . therefore the point of contact for ESG rating agencies. . Furthermore, it assists with supplier screening based on . sustainability criteria."
2,0.6153846153846154,"We make our sustainability achievements transparent in a variety . of ways. These include participation in sustainability rankings  . and ratings such as the CDP  Glossary, page 207 (a non-profit . organization that advocates for climate reporting), and the . voluntary reporting of the past several years. Our Sustainability . Reports are guided by the GRI Standards and are released every . two years, with the next one in spring 2021 covering fiscal year . 2019/20. In the years without a Sustainability Report, the KPIs  . are updated and released separately in a consolidated form."
2,0.4615384615384615,"We communicate regularly with our key stakeholders about . sustainability-related topics. We believe it is important to . maintain a dialogue with employees, customers, suppliers, . politicians and society, capital market participants, the media, . non-governmental organizations, and the scientific community."
2,0.5384615384615384,""
2,0.923076923076923,"Description of the business model and . presentation of the Group structure"
2,0.8461538461538461,"We are continuing to develop our business model consistently  . in alignment with the company’s Vision 2025. Today, Aurubis’ . main focus is on the production and processing of copper and . other non-ferrous metals. Aurubis primarily processes copper . concentrates that are mined from ores and sourced on the global . market. The company purchases the necessary raw materials, as it . doesn’t own any mines or stakes in mines. The processing of . secondary raw materials plays an important role as well. . Corresponding to our vision, we are purposefully expanding our . business model towards a broader multimetal approach. This . means that, in addition to copper, other metals are extracted from . raw materials and intermediate products and then processed into . marketable products with added value."
2,0.3846153846153846,"Corporate governance and the principles of responsible and . sustainable company management determine Aurubis’ actions. . Additional information is available in the sections  Corporate"
2,0.23076923076923075,"Governance, pages 18–46."
2,0.6923076923076923,"Aurubis AG is the parent company of the Aurubis Group and is . based in Hamburg, with production sites in Hamburg and Lünen. . For us, sustainability applies to the entire Group. Consequently, . the action areas and measures are relevant for the Group and  . for Aurubis AG. The key indicators mentioned in this report are . recorded at Aurubis in the individual departments and . consolidated at Group level. All environmental and energy KPIs . are reported for calendar year 2019, not fiscal year 2019/20.1  . As a result, the Metallo sites are not included in these KPIs. The . inclusion of the Metallo KPIs from 2019 had no significant impact . on the relative environmental KPIs reported here. Metallo will be . fully integrated in the KPIs shown in this report in the coming . year. When the following report mentions copper production in . the context of environmental KPIs, this refers to primary and . secondary copper production  Glossary, page 208 at the Hamburg, . Lünen, Olen, and Pirdop sites. Significant differences between . Aurubis AG KPIs and Group KPIs are explained."
2,0.15384615384615385,"1  The KPIs are primarily used for internal management purposes and governmental . reporting, for which the calendar year is prescribed as the reporting period. Reporting . on calendar year and fiscal year figures in parallel could lead to confusion and . ambiguities."
2,0.3076923076923077,"49. Sustainability"
2,0.07692307692307693,"Annual Report 2019/20   Aurubis"
3,1.0,"Employer-related matters"
3,0.9,"FUTURE-ORIENTED EMPLOYER. Competent, productive, and enthusiastic employees form the . basis of the Aurubis Group’s commercial success and further . development. We have set ourselves the target of creating a  . work environment for good, close cooperation and promoting . involvement and creativity. We form a team that works toward  . the company’s progress – even in challenging times."
