page,priority,content
0,1.0,"ANNUAL AND . SUSTAINABILITY REPORT.  2020"
1,1.0,"Contents"
1,0.823529411764706,"3 About Heimstaden"
1,0.9705882352941176,"• 8 The Year in Brief. 12 CEO Letter. 14 Strategy and Ambitions"
1,0.8823529411764706,"22 Customer Centred"
1,0.5,"24 Friendly Workplace"
1,0.5588235294117647,"28 Sustainable Mindset"
1,0.23529411764705885,"38 Institutional Partnership"
1,0.411764705882353,"40 Investment Strategy and Transactions"
1,0.8529411764705883,"• 44 Property Development"
1,0.7941176470588235,"• 46 Property- and Asset Management"
1,0.2647058823529412,"48 Property Portfolio"
1,0.5882352941176471,"• 62 Capital Structure"
1,0.4411764705882353,"66 Shareholder Information"
1,0.9117647058823529,"• 68 Risk Management"
1,0.7647058823529411,"76 Corporate Governance"
1,0.6470588235294117,"81  Board of Directors. 82  Senior Executives"
1,0.29411764705882354,"84 Financial Information"
1,0.35294117647058826,"86 Definitions and Glossary"
1,0.7352941176470589,"88 Five-Year Summary"
1,0.676470588235294,"•. 90 Consolidated Financial Statements"
1,0.6176470588235294,"•. 99 Notes to the Consolidated Financial Statements"
1,0.7058823529411765,"•. 131 Parent Company Financial Statements"
1,0.4705882352941177,"•. 136 Notes to the Parent Company Financial Statements"
1,0.38235294117647056,"•. 143 Appropriation of Profit"
1,0.5294117647058824,"145 Audit Report"
1,0.32352941176470584,"149 Sustainability Report"
1,0.17647058823529413,"• Refers to audited sections. Pages 8–9, 44–47, 62–65, 68–73 and 90–143 make up Heimstaden’s Administration Report and financial"
1,0.029411764705882356,"information, which have been audited by the company’s auditors."
1,0.14705882352941177,"The Statutory Sustainability Report, in accordance with the Swedish Annual Accounts Act, Chapter 6, Section 11, was approved for  . publication by the Board of Directors. Find our Statutory Sustainability Report index on page 33."
1,0.08823529411764706,"Administration Report and Financial Information"
1,0.05882352941176471,"Heimstaden AB is a public company. Corporate identification number. 556670-0455. Domiciled in Malmö, Sweden."
1,0.11764705882352942,"This report contains forward-looking information based on the current expectations of Heimstaden’s management. No guarantee can be provided that these expectations . will prove correct and future outcomes may vary considerably compared to what is presented in the forward-looking information based on, among other things, changing . economic-, market- and competitive conditions, changes in legal requirements and other policy measures, and exchange rate fluctuations."
1,0.2058823529411765,"The Annual Report is published in Swedish and English. The Swedish version is the original and has been audited by Heimstaden’s auditor.  . Figures in brackets refer to the previous year, 2019, unless otherwise stated."
1,0.9411764705882354,"2. HEIMSTADEN ANNUAL REPORT 2020"
2,1.0,"Company Structure"
2,0.8,"Institutional  . Investors"
2,0.13333333333333333,"Alecta"
2,0.2,"Folksam Group"
2,0.26666666666666666,"Ericsson  . Pension Fund"
2,0.4666666666666666,"Sandvik  . Pension Fund"
2,0.33333333333333337,"Property Companies"
2,0.9333333333333332,"Fredensborg AS"
2,0.4,"Preference shares listed on Nasdaq First North . Growth Market under the ticker HEIM PREF. . More details on pages 66–67."
2,0.5333333333333333,"Asset Management  . Agreement and Property  . & Facility Management  . Agreement"
2,0.7333333333333333,"Heimstaden AB is an industrial investor and owns Heimstaden Bostad AB together with long-term institutional investors who share . Heimstaden’s philosophy for evergreen and sustainable investments. For more information on the ownership structure of Heimstaden . Bostad, se pages 38–39 of this report."
2,0.6666666666666667,"Heimstaden AB is the investment, asset, property and facility manager of Heimstaden Bostad. All employees are employed by  . Heimstaden AB, with the exception of employees in the Czech Republic, which are employed by Heimstaden Bostad. The property . companies are fully owned by Heimstaden Bostad."
2,0.8666666666666667,"Fredensborg AS is the marjority owner of Heimstaden AB. For further information on Heimstaden AB’s ownership structure, see  . pages 66–67 of this report."
2,0.6,"3. HEIMSTADEN ANNUAL REPORT 2020"
2,0.06666666666666667,"ABOUT HEIMSTADEN"
3,1.0,"4. HEIMSTADEN ANNUAL REPORT 2020"
3,0.5,"ABOUT HEIMSTADEN"
4,1.0,"An Evergreen Platform . of"
4,0.7916666666666667,"With a presence in six European countries, Heimstaden is a leading European  . residential real estate company with an evergreen perspective."
4,0.8333333333333333,"Guided by our values and Scandinavian heritage, we aim for excellence in happiness . and life quality for both our customers and our employees, combined with commercially . outstanding in-house operations that are sustainable and responsible."
4,0.75,"That is how we fulfil our vision to enrich and simplify lives through Friendly Homes."
4,0.9166666666666667,"CARE"
4,0.5416666666666666,"about and respect our co-workers,"
4,0.375,"customers, partners and the"
4,0.04166666666666667,"society we live in. We find"
4,0.125,"sustainable solutions for"
4,0.45833333333333337,"people and buildings."
4,0.875,"DARE"
4,0.20833333333333331,"to think way outside the box."
4,0.25,"We always look for better ways to"
4,0.6666666666666667,"do what we do. We encourage"
4,0.2916666666666667,"diversity, open minds"
4,0.5,"and new ideas."
4,0.9583333333333333,"SHARE"
4,0.625,"our knowledge and"
4,0.08333333333333334,"willingly help each other grow."
4,0.33333333333333337,"We are authentic, transparent"
4,0.5833333333333334,"and honest in our communication"
