page,priority,content
0,1.0,"up for future  . generations"
0,0.75,"#alettertoachild"
0,0.5,"Sustainability Report 2020  Lenzing Group. Non-Financial Statement"
0,0.25,"www.lenzing.com"
1,0.8181818181818181,"2 . Sustainability Report 2020 Lenzing Group"
1,0.9696969696969697,"Awards"
1,0.2121212121212121,"Building Public Trust Award 2020 . from PwC for the best climate . reporting in the Austrian ATX2"
1,0.15151515151515152,"Austrian State Prize for Innovation . for LENZING™ Web Technology3"
1,0.7272727272727273,"Pegasus4 business award, . Upper Austria: second place for . Lenzing (Austria) in the innovation . category"
1,0.6666666666666667,"2020 High Performer Award . for Lenzing Fibers Inc. from . the EPA Smart-Way® Transport . Partnership5"
1,0.4242424242424242,"EUREM Award6 for Lenzing AG in . the large enterprises category"
1,0.5151515151515151,"Quality Supplier of Wood-based . Cellulosic Fibers, jointly issued . by China Chemical Fibers . Association and China Cotton . Textile Association7"
1,0.6060606060606061,"Pursuer of Excellence in . Sustainability 2020 award as an . Annual Responsible Investment . Practitioner8 from WWD China . and China National Garment . Association"
1,0.696969696969697,"SABRE Asia-Pacific and PRWeek . Global Awards for Lenzing’s . efforts to educate consumers . about environmental issues . through the #FeelsSoRight . campaign"
1,0.9393939393939393,"Achievements"
1,0.30303030303030304,"Financing agreements for con-. struction of pulp plant in Brazil . concluded as planned"
1,0.36363636363636365,"Lenzing achieves highest Hot . Button category, the dark green . shirt, for the first time"
1,0.6363636363636364,"New level of transparency in the . textile industry: Lenzing introduc-. es blockchain-enabled traceability . platform"
1,0.5454545454545454,"Lenzing is the only first-time . discloser recognized with presti-. gious double ‘A’ score for global . climate and forests stewardship . by CDP"
1,0.24242424242424243,"Lenzing is founding partner of the . Renewable Carbon Initiative"
1,0.12121212121212122,"Progress on afforestation and . conservation project in Albania . – erosion control measures final-. ized, about 3,600 trees planted"
1,0.8787878787878788,"Strategic  . milestones"
1,0.33333333333333337,"Strategic growth projects fully on . track: Brazil and Thailand"
1,0.7575757575757575,"Lenzing launches 3rd party . certified carbon-zero TENCEL™ . branded fibers"
