page,priority,content
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.20270270270270271,""
17,0.027027027027027025,""
17,0.3716216216216216,""
17,0.3716216216216216,""
17,0.41891891891891897,""
17,0.45945945945945943,"2 0 1 8  +  2 0 1 9"
17,0.9729729729729729,"S"
17,0.9594594594594595,"O"
17,0.9459459459459459,"A"
17,0.9324324324324325,"R"
17,0.9189189189189189,"Soar with Reading – Landing Books Where Needed Most"
17,0.5405405405405406,"Reading not only fuels knowledge, it inspires creativity and transports us to worlds beyond our"
17,0.5675675675675675,"present reality. In 2011, we created Soar with Reading, a program designed to stimulate the"
17,0.7297297297297297,"imagination by putting books into the hands of kids who need them most."
17,0.6486486486486487,"In an effort to make a greater societal impact, in 2014, JetBlue commissioned an ongoing study by Dr. Susan"
17,0.527027027027027,"Neuman, a childhood literacy expert and one of the researchers of a 2001 study that illustrated there is access to"
17,0.8243243243243243,"only one age-appropriate book for every 300 children in underserved communities. Dr. Neuman was tasked with"
17,0.6621621621621621,"examining if the landscape of literature had become better or worse for our nation’s children. Her research showed"
17,0.6081081081081081,"that the problem had become significantly worse. The study, which analyzed the literacy landscape of Anacostia,"
17,0.7027027027027027,"a neighborhood in Washington, D.C., revealed “book deserts” in high poverty areas where there was only one book"
17,0.6891891891891891,"for every 830 children in the summertime when schools were not in session. This is compared to the book supply"
17,0.7432432432432432,"in more affluent communities, where there was one book for every two children. From this research, we concluded"
17,0.6756756756756757,"that these book deserts were not unique to Anacostia but exist in low-income neighborhoods across the country."
17,0.6351351351351352,"In response to these findings, JetBlue took an innovative approach to bringing books to underserved"
17,0.7972972972972973,"neighborhoods in JetBlue’s network by creating fun and completely free book vending machines."
17,0.5945945945945946,"Filled with a wide array of children’s books, these vending machines are placed in community centers and libraries"
17,0.5540540540540541,"in other cities including Detroit, Fort Lauderdale, New York, San Francisco and Oakland. By putting books into the"
17,0.7837837837837838,"hands of children during the summer months, this program helps alleviate the documented decline of reading"
17,0.8783783783783784,"scores in lower-income neighborhoods between school sessions."
17,0.9864864864864864,"$3.75M"
17,0.9054054054054055,"IN BOOKS DONATED THROUGH SOAR WITH READING SINCE 2011"
17,0.7162162162162162,"In 2018, Soar with Reading landed in San Francisco and Oakland. In partnership with Simon & Schuster Children’s"
17,0.6216216216216216,"Publishing, JetBlue distributed 100,000 books to kids across the Bay Area. Vending machines were filled with"
17,0.8513513513513513,"books from award-winning authors and were offered in English, Spanish and Chinese to meet these communities’"
17,0.8918918918918919,"specific needs. That summer, we also invited customers, crewmembers and the community to #BookWithUs by"
17,0.5,"voting for their favorite JetBlue city to win $25,000 in children’s books. The winning city also received a reading"
17,0.8378378378378379,"room makeover for a local community organization."
17,0.8648648648648648,"In 2019, we brought Soar with Reading to our hometown, New York City. Throughout the summer, vending"
17,0.7702702702702703,"machines were placed in the five boroughs: Brooklyn, Bronx, Manhattan, Queens and Staten Island. Kids and"
17,0.8108108108108109,"families were encouraged to take as many books as they wanted throughout the summer, free of charge. While the"
17,0.7567567567567568,"program is focused on encouraging book ownership, libraries are an important community resource and a critical"
17,0.5135135135135136,"part of our partnership strategy. The Queens Public Library distributed nearly half of all the books donated to the"
17,0.48648648648648646,"five boroughs, leading to an increase in library foot traffic and a surge of interest in reading across Queens. In 2020,"
17,0.581081081081081,"we will bring this award-winning program to our Boston focus city."
17,0.47297297297297297,"35"
17,0.013513513513513513,"J E T B L  U E  S O  C I A L  I M P  A  C  T  R E P  O R  T"
17,1.0,"35 35 34"
18,0.1111111111111111,""
18,0.33333333333333337,""
18,0.33333333333333337,""
18,0.48148148148148145,""
18,0.33333333333333337,""
18,0.16666666666666669,""
18,0.33333333333333337,""
18,0.9629629629629629,""
18,0.16666666666666669,""
18,0.33333333333333337,""
18,0.33333333333333337,""
18,0.33333333333333337,""
18,0.8888888888888888,"A Domino Effect"
18,0.7407407407407408,"In Washington, D.C. –"
18,0.7777777777777777,"More parents started"
18,0.5925925925925926,"reading with their"
18,0.6666666666666667,"children"
18,0.8518518518518519,"In Queens –"
18,0.6296296296296297,"The local library saw an"
18,0.5185185185185186,"increase in foot traffic"
18,0.5555555555555556,"In Detroit –"
18,0.9259259259259259,"Book clubs were formed"
18,0.7037037037037037,"In Fort Lauderdale –"
18,0.8148148148148148,"Test scores improved"
18,1.0,"37 36"
18,0.037037037037037035,"J E T B L  U E  S O  C I A L  I M P  A  C  T  R E P  O R  T"
18,0.07407407407407407,"37"
19,0.07692307692307693,""
19,0.24358974358974358,""
19,0.24358974358974358,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.358974358974359,""
19,0.20512820512820515,""
19,0.14102564102564102,""
19,0.14102564102564102,""
19,0.14102564102564102,""
19,0.14102564102564102,""
19,0.038461538461538464,""
19,0.038461538461538464,""
19,0.4615384615384615,"39"
19,0.9487179487179488,"2 0 1 8  +  2 0 1 9  . J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
19,0.7435897435897436,"First Book"
19,0.5641025641025641,"As a part of our continued mission to increase"
19,0.5897435897435898,"access to books for children in need, we partnered"
19,0.5128205128205129,"with the nonprofit, First Book. First Book works"
19,0.641025641025641,"to remove barriers to quality education by making"
19,0.717948717948718,"resources like books, sports equipment and"
19,0.6666666666666667,"winter coats affordable for programs and schools"
19,0.8717948717948718,"serving children from low-income communities."
19,0.6153846153846154,"Together, JetBlue and First Book work with local"
19,0.8461538461538461,"communities and schools to donate books during"
19,0.48717948717948717,"JetBlue inaugural flight events and diversity"
19,0.6923076923076923,"awareness celebrations like Black History Month"
19,0.8974358974358974,"and Women’s Heritage Month. Local education"
19,0.5384615384615384,"groups in select BlueCities benefit from the"
19,0.7692307692307692,"program by receiving more than 13,000 books that"
19,0.7948717948717949,"celebrate diverse heroes and themes."
19,0.9743589743589743,"430K"
19,0.923076923076923,"BOOKS DONATED THROUGH"
19,0.8205128205128206,"FIRST BOOK SINCE 2011"
19,1.0,"38  39"
20,0.32380952380952377,""
20,0.32380952380952377,""
20,0.3761904761904762,""
20,0.3761904761904762,""
20,0.3761904761904762,""
20,0.3761904761904762,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.41904761904761906,""
20,0.7714285714285714,""
20,0.8142857142857143,""
20,0.8142857142857143,""
20,0.8142857142857143,""
20,0.8142857142857143,""
20,0.7904761904761906,""
20,0.980952380952381,""
20,0.019047619047619046,""
20,0.11904761904761905,""
20,0.11904761904761905,""
20,0.019047619047619046,""
20,0.16190476190476188,""
20,0.03809523809523809,""
20,0.16190476190476188,""
20,0.16190476190476188,""
20,0.16190476190476188,""
20,0.16190476190476188,""
20,0.16190476190476188,""
20,0.16190476190476188,""
20,0.10476190476190476,""
20,0.019047619047619046,""
20,0.7809523809523811,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.08571428571428572,""
20,0.32380952380952377,""
20,0.06190476190476191,""
20,0.06190476190476191,""
20,0.3761904761904762,""
20,0.3761904761904762,""
20,0.3761904761904762,""
20,0.07619047619047618,""
20,0.3761904761904762,""
20,0.30476190476190473,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.09523809523809523,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.24761904761904763,""
20,0.42857142857142855,"2 0 1 8  +  2 0 1 9"
20,0.8571428571428571,"COMMUNITY: LOVING THE PLACES WE LAND"
20,0.6761904761904762,"At JetBlue, we have a longstanding tradition of supporting the dedicated community"
20,0.6952380952380952,"organizations that make our BlueCities better. We show our support through partnerships,"
20,0.7428571428571429,"donations and more than the 1 million-plus volunteer hours logged by our crewmembers"
20,0.6857142857142857,"since 2011. We want to leave a positive impact wherever JetBlue lands, whether through"
20,0.7047619047619048,"building playgrounds, supporting educational systems or just spreading kindness. What"
20,0.580952380952381,"happens on the ground is just as important to us as what happens in the sky."
20,0.8476190476190476,"100x35JetBlue – Immediate Response and Long-term Recovery"
20,0.6095238095238095,"Hurricane Maria brought mass devastation to the island of Puerto Rico, ravaging its way"
20,0.49523809523809526,"through nearly everything in its path. As the largest airline in Puerto Rico and with more"
20,0.6476190476190475,"than 500 crewmembers calling the island home, we didn’t think twice before stepping in to"
20,0.5142857142857143,"help restore normalcy for the island’s 3 million-plus residents."
20,0.657142857142857,"Even while the hurricane was still hovering over the island, we announced 100x35JetBlue, a multifaceted"
20,0.6666666666666667,"relief program that supported both short- and long-term relief on the island. To address immediate needs, we"
20,0.5714285714285715,"committed to 35 initiatives over the 100 days following the storm and beyond. The bulk of the long-term recovery"
20,0.5047619047619047,"efforts took place in 2018 and 2019."
20,0.9333333333333332,"100x35 - JetBlue Provides Immediate Relief"
20,1.0,"450+  3K  $1.2M"
20,0.8952380952380952,"SPECIAL RELIEF FLIGHTS  CUSTOMERS  IN GRANTS"
20,0.9714285714285714,"TO THE ISLAND  AIRLIFTED  TO IMPACTED"
20,0.8380952380952381,"CREWMEMBERS"
20,0.7523809523809524,"LOCATED IN"
20,0.9904761904761905,"PUERTO RICO . $1M  51 . THROUGH"
20,0.8761904761904762,"IN-KIND CONTRIBUTION  CARE TEAM MEMBERS . THE JETBLUE"
20,0.8857142857142857,"TO TRANSPORT RELIEF  DEPLOYED FOR ON-THE-. CREWMEMBER"
20,0.8666666666666667,"WORKERS FROM NEW YORK  GROUND RELIEF EFFORTS . CRISIS FUND"
20,0.4380952380952381,"40"
20,0.047619047619047616,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
20,0.45714285714285713,"Each of those initiatives fell in one of six categories: airlift support, relief pricing, fundraising awareness, people"
20,0.6285714285714286,"deployment, unmet needs and rebuilding efforts. During this time, we also invited customers to help us reach"
20,0.5428571428571428,"$1 million in donations, with one-to-one matching up to $500,000 to GlobalGiving for relief efforts. GlobalGiving"
20,0.7238095238095238,"is a major global crowdfunding community connecting nonprofits, donors and companies. The organization"
20,0.6190476190476191,"distributed the donated funds to nonprofits making an impact on the ground, in hurricane-affected areas. Within"
20,0.6,"our own operations, we gave crewmembers the option to participate in a voluntary payroll donation to benefit the"
20,0.7619047619047619,"JetBlue Crewmember Crisis Fund – a campaign that raised $1.2 million for crewmembers who were impacted"
20,0.5333333333333333,"by the hurricane."
20,0.638095238095238,"Our continued support of Puerto Rico beyond our initial response included $135,000 in grants and in-kind support"
20,0.7333333333333333,"from the JetBlue Foundation toward the advancement of STEM education on the island. The Foundation also"
20,0.5904761904761905,"hosted a grant writing workshop to help local organizations navigate the application process and share best"
20,0.4857142857142857,"practices for applying. Grant recipients included:"
20,0.5238095238095238,"In Spring 2018, JetBlue flights returned to pre-hurricane capacity. Puerto Rico has a special place in our hearts,"
20,0.5523809523809524,"and we will continue to ensure that we make a positive impact in this important region."
20,0.7142857142857143,"JetBlue made a firm commitment to the long-term development of the local economy and tourism of the island."
20,0.5619047619047619,"We are dedicated to ensuring the island returns stronger than ever. By creating new jobs, giving through the"
20,0.4761904761904762,"100x35JetBlue initiative, and providing wide visibility to the Puerto Rican culture with its specially designed"
20,0.4666666666666666,"Bluericua livery, JetBlue is with Puerto Rico for the long run."
20,0.9523809523809524,"JetBlue Crewmember Crisis Fund (JCCF)"
20,0.942857142857143,"The JCCF assists crewmembers and their immediate family"
20,0.9047619047619048,"members with short-term financial support in times of crisis"
20,0.9238095238095237,"and unexpected emergencies when other resources are not"
20,0.9142857142857143,"available. The JCCF is funded by paycheck donations from"
20,0.9619047619047619,"JetBlue crewmembers."
20,0.4476190476190476,"41"
21,0.32,""
21,0.17,""
21,0.17,""
21,0.06,""
21,0.22,""
21,0.22,""
21,0.08,""
21,0.22,""
21,0.9,""
21,0.94,""
21,0.13,""
21,0.96,""
21,0.13,""
21,0.8,"."
21,0.1,""
21,0.02,""
21,0.82,""
21,0.88,""
21,1.0,".   .   .   .   ."
21,0.34,"43"
21,0.04,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
21,0.28,"42"
21,0.26,"2 0 1 8  +  2 0 1 9"
21,0.98,"WHAT HAPPENS . ON THE GROUND . IS JUST AS . IMPORTANT TO US . AS WHAT HAPPENS . IN THE SKY."
21,0.66,"JetBlue For Good Month – 30 Days of Nonstop Kindness"
21,0.54,"Since 2016, JetBlue has celebrated giving back by dedicating an entire month to encouraging customers and"
21,0.52,"crewmembers to help out in their local communities. Every November, JetBlue For Good Month is filled with"
21,0.38,"hunderds of hours of volunteering, grants, free flights and funds raised for charities that mean the most to"
21,0.62,"our communities."
21,0.42,"In 2018, we kicked off the month with our JetBlue For Good Grant contest, which provided funds to nonprofits"
21,0.5,"looking to make a difference in their communities. Three nonprofits were awarded a $25,000 grant from JetBlue"
21,0.58,"on World Kindness Day."
21,0.46,"Winning organizations included:"
21,0.56,"• Behind the Book, a program that brings authors and their books into New York City"
21,0.4,"public schools to get students excited about reading."
21,0.44,"• Heal The Planet, a nonprofit with the mission of educating children and adults about"
21,0.36,"the effect their daily choices have on the environment."
21,0.48,"• Sisterhood: No Boundaries, a program created to prevent violence in Detroit through"
21,0.6,"positive youth development and engagement."
21,0.78,"JetBlue For Good Month: . Our Two-Year Impact, 2018-2019"
21,0.86,"19K+  1.2K+"
21,0.74,"VOLUNTEER HOURS LOGGED  PERSONALIZED SUITCASES ASSEMBLED FOR"
21,0.64,"CHILDREN IN FOSTER CARE SYSTEMS IN BLUECITIES"
21,0.84,"$135K+  $1M+"
21,0.76,"DONATED TO SUPPORT STEM  DISTRIBUTED TO YOUTH- AND"
21,0.72,"EDUCATION IN PUERTO RICO  EDUCATION-FOCUSED CHARITIES"
21,0.92,"4K  800"
21,0.7,"CARE KITS ASSEMBLED FOR  PACKAGES AND CARDS CREATED FOR OUR"
21,0.68,"CHILDREN’S HOME SOCIETY  TROOPS IN PARTNERSHIP WITH THE USO"
21,0.3,"43"
22,0.4210526315789474,"44"
22,0.9473684210526316,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T. 2 0 1 8  +  2 0 1 9"
22,0.2456140350877193,""
22,0.2456140350877193,""
22,0.2456140350877193,""
22,0.32456140350877194,""
22,0.32456140350877194,""
22,0.32456140350877194,""
22,0.32456140350877194,""
22,0.4035087719298246,""
22,0.32456140350877194,""
22,0.32456140350877194,""
22,0.2105263157894737,""
22,0.11403508771929825,""
22,0.9824561403508772,""
22,0.9649122807017544,""
22,0.11403508771929825,""
22,1.0,""
22,0.3859649122807018,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.11403508771929825,""
22,0.017543859649122806,""
22,0.11403508771929825,""
22,0.8947368421052632,"Destination Good – Among the most compelling"
22,0.7543859649122807,"activities during JetBlue For Good Month was “adding”"
22,0.631578947368421,"a new destination to our network in 2019: Destination"
22,0.8421052631578948,"Good. JetBlue committed to flying winning customer"
22,0.456140350877193,"volunteers and their guests, for free, to a volunteer"
22,0.6491228070175439,"experience on Giving Tuesday. The actual location"
22,0.7719298245614036,"of Destination Good wasn’t revealed to customers"
22,0.4912280701754386,"until moments before takeoff. To win a trip to"
22,0.736842105263158,"Destination Good, U.S. customers could use the tag"
22,0.7017543859649124,"#CheckinforGood online or at surprise kiosk locations"
22,0.5438596491228069,"in New York City and Los Angeles. A total of 100 people"
22,0.8070175438596492,"were flown to the Dominican Republic to perform acts"
22,0.5789473684210527,"of kindness. While there, we partnered with:"
22,0.7894736842105263,"• The DREAM Project to help beautify a local school"
22,0.4736842105263158,"for kids with special needs."
22,0.8596491228070176,"• Escuela Básica Dos Jarda school in partnership"
22,0.6842105263157895,"with Paradisus Meliá Resorts to paint murals."
22,0.9298245614035088,"• FUNDEMAR to construct mooring buoys, a defense"
22,0.5614035087719298,"mechanism in the protection of coral reefs."
22,0.8245614035087719,"Doing good is in our DNA, customers shared the"
22,0.8771929824561404,"same caring value as our crewmembers. JetBlue"
22,0.912280701754386,"encouraged all customers and crewmembers to"
22,0.6140350877192983,"think about ways they could lend a hand in their own"
22,0.7192982456140351,"communities – whether that be donating loyalty points"
22,0.6666666666666667,"through JetBlue’s TrueBlue Point Platform to a charity"
22,0.5087719298245613,"of choice, volunteering for a local community or"
22,0.5263157894736842,"kicking off the holiday season with a generous act"
22,0.5964912280701754,"of kindness. Doing good has no expiration date."
22,0.4385964912280702,"45"
23,0.4418604651162791,"46"
23,1.0,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T. 2 0 1 8  +  2 0 1 9"
23,0.48837209302325585,""
23,0.3372093023255814,""
23,0.3372093023255814,""
23,0.3953488372093023,""
23,0.3953488372093023,""
23,0.3953488372093023,""
23,0.046511627906976744,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.22093023255813954,""
23,0.09302325581395349,""
23,0.09302325581395349,""
23,0.09302325581395349,""
23,0.5116279069767442,"47"
23,0.9767441860465117,"Community Connection"
23,0.6976744186046511,"Connecting the communities in and around our BlueCities is an integral part of the JetBlue culture. Over the past"
23,0.8837209302325582,"nine years, our crewmembers have volunteered more than 1 million hours in the communities we serve. Through"
23,0.9069767441860465,"Community Connection, our crewmember volunteer program that helps align corporate giving with crewmember"
23,0.8604651162790699,"passions, crewmembers can celebrate caring every day by giving back and serving. Their commitment to inspiring"
23,0.6511627906976745,"humanity leaves a direct impact on each of the cities we serve."
23,0.9534883720930233,"JetBlue For Good Awards"
23,0.8372093023255814,"JetBlue’s annual volunteer"
23,0.7209302325581395,"recognition dinner celebrates"
23,0.9302325581395349,"the top 1% of crewmembers"
23,0.6744186046511628,"who collectively logged"
23,0.7906976744186046,"nearly 200,000 volunteer"
23,0.5813953488372092,"hours in the previous year,"
23,0.7441860465116279,"accounting for 67% of the"
23,0.813953488372093,"company’s total volunteer"
23,0.023255813953488372,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
23,0.5348837209302326,"Flights for Fifty"
23,0.7674418604651163,"For every 50 volunteer hours logged,"
23,0.627906976744186,"JetBlue provides grants to qualifying"
23,0.6046511627906976,"nonprofit organizations of their choice"
23,0.5581395348837209,"two roundtrip travel certificates."
23,0.46511627906976744,"47"
24,0.4666666666666666,"48"
24,1.0,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T. 2 0 1 8  +  2 0 1 9"
24,0.2777777777777778,""
24,0.2777777777777778,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.37777777777777777,""
24,0.24444444444444444,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.12222222222222222,""
24,0.9777777777777777,"KaBOOM!"
24,0.7777777777777777,"Play is an important component of childhood"
24,0.8444444444444444,"development. The U.S Centers for Disease Control"
24,0.7111111111111111,"recommends that kids should play for at least one"
24,0.8666666666666667,"hour per day. With many distractions and demands"
24,0.5777777777777778,"on their time, it’s becoming harder to get kids"
24,0.5333333333333333,"outside, and difficult to find safe, updated places for"
24,0.6222222222222222,"play. For the past 15 years, JetBlue has partnered"
24,0.7555555555555555,"with KaBOOM! to build playgrounds in BlueCities"
24,0.5111111111111112,"to provide fun, safe places to play for kids living"
24,0.9333333333333332,"in communities where playground equipment is"
24,0.9111111111111111,"outdated or nonexistent. JetBlue and KaBOOM! have"
24,0.8222222222222223,"worked together to build more than 30 playgrounds"
24,0.6444444444444444,"bringing safe “PLAYces” to nearly 300,000 children"
24,0.6666666666666667,"by partnering with local community centers like"
24,0.7333333333333333,"the Boston Centers for Youth & Families (BCYF)"
24,0.8888888888888888,"Community Centers in Boston, the Richstone Family"
24,0.8,"Center in Los Angeles and the New York City Housing"
24,0.9555555555555556,"Authority Pomonok Houses."
24,0.6,"Every child deserves the opportunity to exercise their"
24,0.6888888888888889,"bodies and minds, and JetBlue believes that with"
24,0.5555555555555556,"every playground built, their right to play is honored."
24,0.4888888888888889,"49"
25,0.109375,""
25,0.109375,""
25,0.046875,""
25,0.046875,""
25,0.15625,""
25,0.390625,""
25,0.390625,""
25,0.265625,""
25,0.265625,""
25,0.265625,""
25,0.265625,""
25,0.265625,""
25,0.265625,""
25,0.9375,"2 0 1 8  +  2 0 1 9  . J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
25,0.71875,"Swing for Good Golf Classic Fundraiser"
25,0.53125,"In 2019, JetBlue celebrated its 11th annual"
25,0.5625,"Swing for Good Golf Classic. This event brings"
25,0.78125,"together crewmembers and business partners"
25,0.46875,"for a full day of camaraderie and competition, all"
25,0.59375,"in the name of charity. Simultaneously, JetBlue"
25,0.5,"hosts a Bid for Good online auction, which raises"
25,0.6875,"proceeds for a worthy cause. The 2019 campaign"
25,0.625,"raised funds for DoSomething.org, First Book"
25,0.65625,"and the JetBlue Foundation."
25,0.96875,"$8M"
25,0.8125,"RAISED FOR YOUTH"
25,0.90625,"AND EDUCATION FOCUSED"
25,0.75,"CHARITIES SINCE THE"
25,0.875,"INAUGURAL SWING FOR GOOD"
25,0.84375,"AND BID FOR GOOD EVENT"
25,0.4375,"IN 2009"
25,1.0,"50  51"
26,0.4324324324324324,"52"
26,1.0,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T. 2 0 1 8  +  2 0 1 9"
26,0.24324324324324323,""
26,0.33783783783783783,""
26,0.33783783783783783,""
26,0.33783783783783783,""
26,0.33783783783783783,""
26,0.33783783783783783,""
26,0.33783783783783783,""
26,0.2162162162162162,""
26,0.13513513513513514,""
26,0.13513513513513514,""
26,0.13513513513513514,""
26,0.13513513513513514,""
26,0.13513513513513514,""
26,0.04054054054054054,""
26,0.04054054054054054,""
26,0.9729729729729729,"Make-A-Wish®"
26,0.8378378378378379,"JetBlue is a proud partner of Make-A-Wish and"
26,0.5405405405405406,"supports the organization’s mission to grant life-"
26,0.5135135135135136,"changing wishes for children with critical illnesses."
26,0.9189189189189189,"More than 75% of Make-A-Wish wishes require air"
26,0.8108108108108109,"travel. Luckily, we know a few people who can make"
26,0.7297297297297297,"that happen. We help with making wishes come to life"
26,0.7567567567567568,"throughout our entire network with special send-"
26,0.5675675675675675,"offs. From the moment they step foot in the airport,"
26,0.9459459459459459,"to the moment they land, crewmembers make it"
26,0.6486486486486487,"their mission to give each wish kid a transformative"
26,0.7837837837837838,"experience. We also give our customers the"
26,0.8918918918918919,"opportunity to make wishes come true through our"
26,0.8648648648648648,"annual TrueBlue Points drive, a time when customers"
26,0.6756756756756757,"are encouraged to donate their mileage points to a"
26,0.5945945945945946,"charity of their choice. Every year, JetBlue customers"
26,0.7027027027027027,"donate over 2 million points to Make-A-Wish."
26,0.6216216216216216,"In addition, JetBlue contributes $1 million through"
26,0.48648648648648646,"in-kind travel to wish flights annually."
26,0.45945945945945943,"53"
27,0.203125,""
27,0.203125,""
27,0.3125,""
27,0.3125,""
27,0.40625,""
27,0.3125,""
27,0.3125,""
27,0.3125,""
27,0.15625,""
27,0.09375,""
27,0.09375,""
27,0.09375,""
27,0.4375,"2 0 1 8  +  2 0 1 9"
27,1.0,"Taking Community Engagement to New Heights"
27,0.84375,"Each time JetBlue enters a new city, we host community activities centered around JetBlue For Good’s education"
27,0.78125,"pillar to show our commitment to our new destination. We are also deeply entrenched in the fabric of the"
27,0.96875,"communities in and around many of our focus cities, where we serve on charitable and economic development"
27,0.625,"boards and committees. Our presence, especially in our focus cities, create jobs, tax revenues and other positive"
27,0.8125,"impacts."
27,0.65625,"Of course, like any airline or virtually any other industry, we understand that we may create concerns for some"
27,0.71875,"portion of the population in the areas we serve. Among the most voiced of these impacts is noise from jets"
27,0.5625,"landing and taking off. To address this impact, by 2021, all our aircraft will be equipped with noise-reducing"
27,0.90625,"vortex generators that will better accommodate our nearby neighbors. In some cities, we have rerouted runways"
27,0.75,"to minimize the number of people affected by the noise of our operations. We take these matters quite seriously,"
27,0.6875,"and we work with communities and local authorities in all our U.S. cities to create forums where the voices of"
27,0.9375,"residents and business owners can be heard."
27,0.53125,"55"
27,0.03125,"J E T B L  U E  S O  C I A L  I M P  A  C  T  R E P  O R  T"
27,0.5,"55"
27,0.875,"New York, NY (JFK) to Guayaquil, Ecuador (GYE)"
27,0.59375,"inaugural flight on February 28, 2019."
27,0.46875,"54"
28,0.3536585365853659,""
28,0.3536585365853659,""
28,0.4390243902439025,""
28,0.4390243902439025,""
28,0.4390243902439025,""
28,0.4390243902439025,""
28,0.4390243902439025,""
28,0.8536585365853658,"."
28,0.14634146341463417,""
28,0.08536585365853659,""
28,0.08536585365853659,""
28,0.08536585365853659,""
28,0.08536585365853659,""
28,0.024390243902439025,""
28,1.0,".  .  .  .   ."
28,0.951219512195122,"57 56"
28,0.5121951219512195,"2 0 1 8  +  2 0 1 9"
28,0.975609756097561,"JETBLUE’S PRIMARY . ENVIRONMENTAL . SUSTAINABILITY . PRIORITY IS REDUCING . AND MANAGING . CARBON EMISSIONS . FROM JET FUEL."
28,0.2682926829268293,"J E T B L U E  S O C I A L  I M P A C T  R E P O R T"
28,0.8048780487804877,"ENVIRONMENT: JETBLUE GOES GREEN"
28,0.5853658536585367,"Commercial aviation is a fuel-intensive industry. JetBlue’s primary environmental sustainability"
28,0.6585365853658537,"priority is reducing and managing carbon emissions from jet fuel. Carbon emissions contribute"
28,0.6097560975609756,"to global climate change, which is both our most significant impact and challenge for our"
28,0.7073170731707318,"industry and the environment. Extreme weather events spurred by a warming planet can"
28,0.6829268292682927,"disrupt our business and cause hardships for people around the world. That’s why we’re"
28,0.5609756097560975,"investing in more fuel-efficient technologies, renewable fuels, electric ground service"
28,0.6341463414634146,"equipment, logistics and other measures to reduce our carbon footprint."
28,0.8292682926829268,"Benefits of Going Electric . with Our Ground Equipment"
28,0.926829268292683,"4M"
28,0.7317073170731707,"POUNDS OF GHG EMISSIONS CUT PER YEAR"
28,0.878048780487805,"200K"
28,0.7804878048780488,"GALLONS OF GROUND FUEL SAVED PER YEAR"
28,0.9024390243902439,"$500K"
28,0.7560975609756098,"IN GROUND FUEL SAVINGS ANNUALLY"
28,0.3170731707317073,"Customers, crewmembers and communities are key to JetBlue’s"
28,0.17073170731707318,"sustainability strategy. Their desire to engage with a responsible"
28,0.24390243902439024,"company is a main driver for the changes we are making to reduce"
28,0.21951219512195125,"our environmental impact. For an in-depth picture of how we’re"
28,0.1951219512195122,"strategically addressing our climate footprint, please see our"
28,0.29268292682926833,"2019 Environmental Social Governance Report."
28,0.5365853658536586,"57"
29,1.0,""
29,0.3898305084745763,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.4067796610169491,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.8813559322033899,""
29,0.211864406779661,""
29,0.211864406779661,""
29,0.9661016949152542,"."
